phrase,id,position,corresponding_text
and an old Crab took the opportunity of saying to her daughter “Ah,793,30455," and an old Crab took the opportunity of saying to her daughter “Ah,"
my dear! Let this be a lesson to you never to lose your temper!” “Hold your tongue,794,30523," my dear! Let this be a lesson to you never to lose your temper!” “Hold your tongue,"
Ma!” said the young Crab,795,30607," Ma!” said the young Crab,"
a little snappishly,796,30633, a little snappishly.
“You’re enough to try the patience of an oyster!”,797,30654," “You’re enough to try the patience of an oyster!”

"
“I wish I had our Dinah here,798,30706,"“I wish I had our Dinah here,"
I know I do!” said Alice aloud,799,30735," I know I do!” said Alice aloud,"
addressing nobody in particular,800,30767, addressing nobody in particular.
“She’d soon fetch it back!”,801,30800," “She’d soon fetch it back!”

"
“And who is Dinah,802,30830,"“And who is Dinah,"
if I might venture to ask the question?” said the Lory,803,30848," if I might venture to ask the question?” said the Lory.

"
Alice replied eagerly,804,30906,"Alice replied eagerly,"
for she was always ready to talk about her pet: “Dinah’s our cat,805,30928, for she was always ready to talk about her pet: “Dinah’s our cat.
And she’s such a capital one for catching mice you can’t think! And oh,806,30994," And she’s such a capital one for catching mice you can’t think! And oh,"
I wish you could see her after the birds! Why,807,31066," I wish you could see her after the birds! Why,"
she’ll eat a little bird as soon as look at it!”,808,31113," she’ll eat a little bird as soon as look at it!”

"
This speech caused a remarkable sensation among the party,809,31164,This speech caused a remarkable sensation among the party.
Some of the birds hurried off at once: one old Magpie began wrapping itself up very carefully,810,31222," Some of the birds hurried off at once: one old Magpie began wrapping itself up very carefully,"
remarking,811,31317," remarking,"
“I really must be getting home,812,31328, “I really must be getting home;
the night-air doesn’t suit my throat!” and a Canary called out in a trembling voice to its children,813,31360," the night-air doesn’t suit my throat!” and a Canary called out in a trembling voice to its children,"
“Come away,814,31461," “Come away,"
my dears! It’s high time you were all in bed!” On various pretexts they all moved off,815,31473," my dears! It’s high time you were all in bed!” On various pretexts they all moved off,"
and Alice was soon left alone,816,31560," and Alice was soon left alone.

"
“I wish I hadn’t mentioned Dinah!” she said to herself in a melancholy tone,817,31593,“I wish I hadn’t mentioned Dinah!” she said to herself in a melancholy tone.
“Nobody seems to like her,818,31669," “Nobody seems to like her,"
down here,819,31696," down here,"
and I’m sure she’s the best cat in the world! Oh,820,31707," and I’m sure she’s the best cat in the world! Oh,"
my dear Dinah! I wonder if I shall ever see you any more!” And here poor Alice began to cry again,821,31757," my dear Dinah! I wonder if I shall ever see you any more!” And here poor Alice began to cry again,"
for she felt very lonely and low-spirited,822,31856, for she felt very lonely and low-spirited.
In a little while,823,31899," In a little while,"
however,824,31918," however,"
she again heard a little pattering of footsteps in the distance,825,31927," she again heard a little pattering of footsteps in the distance,"
and she looked up eagerly,826,31992," and she looked up eagerly,"
half hoping that the Mouse had changed his mind,827,32019," half hoping that the Mouse had changed his mind,"
and was coming back to finish his story,828,32068," and was coming back to finish his story.
"
CHAPTER IV,829,32110,"CHAPTER IV.
"
The Rabbit Sends in a Little Bill,830,32122,"The Rabbit Sends in a Little Bill

"
It was the White Rabbit,831,32157,"It was the White Rabbit,"
trotting slowly back again,832,32181," trotting slowly back again,"
and looking anxiously about as it went,833,32209," and looking anxiously about as it went,"
as if it had lost something,834,32249, as if it had lost something;
and she heard it muttering to itself “The Duchess! The Duchess! Oh my dear paws! Oh my fur and whiskers! She’ll get me executed,835,32278," and she heard it muttering to itself “The Duchess! The Duchess! Oh my dear paws! Oh my fur and whiskers! She’ll get me executed,"
as sure as ferrets are ferrets! Where can I have dropped them,836,32407," as sure as ferrets are ferrets! Where can I have dropped them,"
I wonder?” Alice guessed in a moment that it was looking for the fan and the pair of white kid gloves,837,32470," I wonder?” Alice guessed in a moment that it was looking for the fan and the pair of white kid gloves,"
and she very good-naturedly began hunting about for them,838,32573," and she very good-naturedly began hunting about for them,"
but they were nowhere to be seen—everything seemed to have changed since her swim in the pool,839,32631," but they were nowhere to be seen—everything seemed to have changed since her swim in the pool,"
and the great hall,840,32726," and the great hall,"
with the glass table and the little door,841,32746," with the glass table and the little door,"
had vanished completely,842,32788," had vanished completely.

"
Very soon the Rabbit noticed Alice,843,32815,"Very soon the Rabbit noticed Alice,"
as she went hunting about,844,32850," as she went hunting about,"
and called out to her in an angry tone,845,32877," and called out to her in an angry tone,"
“Why,846,32917," “Why,"
Mary Ann,847,32923," Mary Ann,"
what are you doing out here? Run home this moment,848,32933," what are you doing out here? Run home this moment,"
and fetch me a pair of gloves and a fan! Quick,849,32984," and fetch me a pair of gloves and a fan! Quick,"
now!” And Alice was so much frightened that she ran off at once in the direction it pointed to,850,33032," now!” And Alice was so much frightened that she ran off at once in the direction it pointed to,"
without trying to explain the mistake it had made,851,33128," without trying to explain the mistake it had made.

"
“He took me for his housemaid,852,33181,"“He took me for his housemaid,"
” she said to herself as she ran,853,33211,” she said to herself as she ran.
“How surprised he’ll be when he finds out who I am! But I’d better take him his fan and gloves—that is,854,33244," “How surprised he’ll be when he finds out who I am! But I’d better take him his fan and gloves—that is,"
if I can find them,855,33348, if I can find them.
” As she said this,856,33368,"” As she said this,"
she came upon a neat little house,857,33387," she came upon a neat little house,"
on the door of which was a bright brass plate with the name “W,858,33422, on the door of which was a bright brass plate with the name “W.
RABBIT,859,33486," RABBIT,"
” engraved upon it,860,33494,” engraved upon it.
She went in without knocking,861,33513," She went in without knocking,"
and hurried upstairs,862,33543," and hurried upstairs,"
in great fear lest she should meet the real Mary Ann,863,33565," in great fear lest she should meet the real Mary Ann,"
and be turned out of the house before she had found the fan and gloves,864,33619," and be turned out of the house before she had found the fan and gloves.

"
“How queer it seems,865,33693,"“How queer it seems,"
” Alice said to herself,866,33713,"” Alice said to herself,"
“to be going messages for a rabbit! I suppose Dinah’ll be sending me on messages next!” And she began fancying the sort of thing that would happen: “‘Miss Alice! Come here directly,867,33737," “to be going messages for a rabbit! I suppose Dinah’ll be sending me on messages next!” And she began fancying the sort of thing that would happen: “‘Miss Alice! Come here directly,"
and get ready for your walk!’ ‘Coming in a minute,868,33919," and get ready for your walk!’ ‘Coming in a minute,"
nurse! But I’ve got to see that the mouse doesn’t get out,869,33970, nurse! But I’ve got to see that the mouse doesn’t get out.
’ Only I don’t think,870,34029,"’ Only I don’t think,"
” Alice went on,871,34050,"” Alice went on,"
“that they’d let Dinah stop in the house if it began ordering people about like that!”,872,34066," “that they’d let Dinah stop in the house if it began ordering people about like that!”

"
By this time she had found her way into a tidy little room with a table in the window,873,34155,"By this time she had found her way into a tidy little room with a table in the window,"
and on it,874,34241, and on it (
as she had hoped,875,34253,as she had hoped)
a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves,876,34270," a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves,"
and was just going to leave the room,877,34371," and was just going to leave the room,"
when her eye fell upon a little bottle that stood near the looking-glass,878,34409, when her eye fell upon a little bottle that stood near the looking-glass.
There was no label this time with the words “DRINK ME,879,34483," There was no label this time with the words “DRINK ME,"
” but nevertheless she uncorked it and put it to her lips,880,34538,” but nevertheless she uncorked it and put it to her lips.
“I know something interesting is sure to happen,881,34596," “I know something interesting is sure to happen,"
” she said to herself,882,34645,"” she said to herself,"
“whenever I eat or drink anything,883,34667, “whenever I eat or drink anything;
so I’ll just see what this bottle does,884,34702, so I’ll just see what this bottle does.
I do hope it’ll make me grow large again,885,34742," I do hope it’ll make me grow large again,"
for really I’m quite tired of being such a tiny little thing!”,886,34784," for really I’m quite tired of being such a tiny little thing!”

"
It did so indeed,887,34849,"It did so indeed,"
and much sooner than she had expected: before she had drunk half the bottle,888,34866," and much sooner than she had expected: before she had drunk half the bottle,"
she found her head pressing against the ceiling,889,34943," she found her head pressing against the ceiling,"
and had to stoop to save her neck from being broken,890,34992, and had to stoop to save her neck from being broken.
She hastily put down the bottle,891,35045," She hastily put down the bottle,"
saying to herself “That’s quite enough—I hope I shan’t grow any more—As it is,892,35078," saying to herself “That’s quite enough—I hope I shan’t grow any more—As it is,"
I can’t get out at the door—I do wish I hadn’t drunk quite so much!”,893,35157," I can’t get out at the door—I do wish I hadn’t drunk quite so much!”

"
Alas! it was too late to wish that! She went on growing,894,35228,"Alas! it was too late to wish that! She went on growing,"
and growing,895,35284," and growing,"
and very soon had to kneel down on the floor: in another minute there was not even room for this,896,35297," and very soon had to kneel down on the floor: in another minute there was not even room for this,"
and she tried the effect of lying down with one elbow against the door,897,35395," and she tried the effect of lying down with one elbow against the door,"
and the other arm curled round her head,898,35467, and the other arm curled round her head.
Still she went on growing,899,35508," Still she went on growing,"
and,900,35535," and,"
as a last resource,901,35540," as a last resource,"
she put one arm out of the window,902,35560," she put one arm out of the window,"
and one foot up the chimney,903,35595," and one foot up the chimney,"
and said to herself “Now I can do no more,904,35624," and said to herself “Now I can do no more,"
whatever happens,905,35667, whatever happens.
What will become of me?”,906,35685," What will become of me?”

"
Luckily for Alice,907,35712,"Luckily for Alice,"
the little magic bottle had now had its full effect,908,35730," the little magic bottle had now had its full effect,"
and she grew no larger: still it was very uncomfortable,909,35783," and she grew no larger: still it was very uncomfortable,"
and,910,35840," and,"
as there seemed to be no sort of chance of her ever getting out of the room again,911,35845," as there seemed to be no sort of chance of her ever getting out of the room again,"
no wonder she felt unhappy,912,35928," no wonder she felt unhappy.

"
“It was much pleasanter at home,913,35958,"“It was much pleasanter at home,"
” thought poor Alice,914,35990,"” thought poor Alice,"
“when one wasn’t always growing larger and smaller,915,36011," “when one wasn’t always growing larger and smaller,"
and being ordered about by mice and rabbits,916,36063, and being ordered about by mice and rabbits.
I almost wish I hadn’t gone down that rabbit-hole—and yet—and yet—it’s rather curious,917,36108," I almost wish I hadn’t gone down that rabbit-hole—and yet—and yet—it’s rather curious,"
you know,918,36195," you know,"
this sort of life! I do wonder what can have happened to me! When I used to read fairy-tales,919,36205," this sort of life! I do wonder what can have happened to me! When I used to read fairy-tales,"
I fancied that kind of thing never happened,920,36299," I fancied that kind of thing never happened,"
and now here I am in the middle of one! There ought to be a book written about me,921,36344," and now here I am in the middle of one! There ought to be a book written about me,"
that there ought! And when I grow up,922,36427," that there ought! And when I grow up,"
I’ll write one—but I’m grown up now,923,36465," I’ll write one—but I’m grown up now,"
” she added in a sorrowful tone,924,36502,” she added in a sorrowful tone;
“at least there’s no room to grow up any more here,925,36534," “at least there’s no room to grow up any more here.”

"
“But then,926,36589,"“But then,"
” thought Alice,927,36599,"” thought Alice,"
“shall I never get any older than I am now? That’ll be a comfort,928,36615," “shall I never get any older than I am now? That’ll be a comfort,"
one way—never to be an old woman—but then—always to have lessons to learn! Oh,929,36681," one way—never to be an old woman—but then—always to have lessons to learn! Oh,"
I shouldn’t like that!”,930,36760," I shouldn’t like that!”

"
“Oh,931,36786,"“Oh,"
you foolish Alice!” she answered herself,932,36790, you foolish Alice!” she answered herself.
“How can you learn lessons in here? Why,933,36832," “How can you learn lessons in here? Why,"
there’s hardly room for you,934,36873," there’s hardly room for you,"
and no room at all for any lesson-books!”,935,36902," and no room at all for any lesson-books!”

"
And so she went on,936,36946,"And so she went on,"
taking first one side and then the other,937,36965," taking first one side and then the other,"
and making quite a conversation of it altogether,938,37007, and making quite a conversation of it altogether;
but after a few minutes she heard a voice outside,939,37057," but after a few minutes she heard a voice outside,"
and stopped to listen,940,37108," and stopped to listen.

"
“Mary Ann! Mary Ann!” said the voice,941,37133,“Mary Ann! Mary Ann!” said the voice.
“Fetch me my gloves this moment!” Then came a little pattering of feet on the stairs,942,37170, “Fetch me my gloves this moment!” Then came a little pattering of feet on the stairs.
Alice knew it was the Rabbit coming to look for her,943,37256," Alice knew it was the Rabbit coming to look for her,"
and she trembled till she shook the house,944,37309," and she trembled till she shook the house,"
quite forgetting that she was now about a thousand times as large as the Rabbit,945,37352," quite forgetting that she was now about a thousand times as large as the Rabbit,"
and had no reason to be afraid of it,946,37433," and had no reason to be afraid of it.

"
Presently the Rabbit came up to the door,947,37473,"Presently the Rabbit came up to the door,"
and tried to open it,948,37514, and tried to open it;
but,949,37536," but,"
as the door opened inwards,950,37541," as the door opened inwards,"
and Alice’s elbow was pressed hard against it,951,37569," and Alice’s elbow was pressed hard against it,"
that attempt proved a failure,952,37616, that attempt proved a failure.
Alice heard it say to itself “Then I’ll go round and get in at the window,953,37647," Alice heard it say to itself “Then I’ll go round and get in at the window.”

"
“That you won’t!” thought Alice,954,37725,"“That you won’t!” thought Alice,"
and,955,37757," and,"
after waiting till she fancied she heard the Rabbit just under the window,956,37762," after waiting till she fancied she heard the Rabbit just under the window,"
she suddenly spread out her hand,957,37837," she suddenly spread out her hand,"
and made a snatch in the air,958,37871, and made a snatch in the air.
She did not get hold of anything,959,37901," She did not get hold of anything,"
but she heard a little shriek and a fall,960,37935," but she heard a little shriek and a fall,"
and a crash of broken glass,961,37977," and a crash of broken glass,"
from which she concluded that it was just possible it had fallen into a cucumber-frame,962,38006," from which she concluded that it was just possible it had fallen into a cucumber-frame,"
or something of the sort,963,38094," or something of the sort.

"
Next came an angry voice—the Rabbit’s—“Pat! Pat! Where are you?” And then a voice she had never heard before,964,38122,"Next came an angry voice—the Rabbit’s—“Pat! Pat! Where are you?” And then a voice she had never heard before,"
“Sure then I’m here! Digging for apples,965,38231," “Sure then I’m here! Digging for apples,"
yer honour!”,966,38272," yer honour!”

"
“Digging for apples,967,38287,"“Digging for apples,"
indeed!” said the Rabbit angrily,968,38307, indeed!” said the Rabbit angrily.
“Here! Come and help me out of this!”,969,38341, “Here! Come and help me out of this!” (
Sounds of more broken glass,970,38381,"Sounds of more broken glass.)

"
“Now tell me,971,38412,"“Now tell me,"
Pat,972,38425," Pat,"
what’s that in the window?”,973,38430," what’s that in the window?”

"
“Sure,974,38460,"“Sure,"
it’s an arm,975,38466," it’s an arm,"
yer honour!”,976,38479, yer honour!” (
He pronounced it “arrum,977,38494,"He pronounced it “arrum.”)

"
“An arm,978,38522,"“An arm,"
you goose! Who ever saw one that size? Why,979,38530," you goose! Who ever saw one that size? Why,"
it fills the whole window!”,980,38574," it fills the whole window!”

"
“Sure,981,38604,"“Sure,"
it does,982,38610," it does,"
yer honour: but it’s an arm for all that,983,38619," yer honour: but it’s an arm for all that.”

"
“Well,984,38664,"“Well,"
it’s got no business there,985,38670," it’s got no business there,"
at any rate: go and take it away!”,986,38698," at any rate: go and take it away!”

"
There was a long silence after this,987,38735,"There was a long silence after this,"
and Alice could only hear whispers now and then,988,38771, and Alice could only hear whispers now and then;
such as,989,38820," such as,"
“Sure,990,38829," “Sure,"
I don’t like it,991,38836," I don’t like it,"
yer honour,992,38853," yer honour,"
at all,993,38865," at all,"
at all!” “Do as I tell you,994,38873," at all!” “Do as I tell you,"
you coward!” and at last she spread out her hand again,995,38901," you coward!” and at last she spread out her hand again,"
and made another snatch in the air,996,38957, and made another snatch in the air.
This time there were two little shrieks,997,38993," This time there were two little shrieks,"
and more sounds of broken glass,998,39034, and more sounds of broken glass.
“What a number of cucumber-frames there must be!” thought Alice,999,39067, “What a number of cucumber-frames there must be!” thought Alice.
“I wonder what they’ll do next! As for pulling me out of the window,1000,39132," “I wonder what they’ll do next! As for pulling me out of the window,"
I only wish they could! I’m sure I don’t want to stay in here any longer!”,1001,39201," I only wish they could! I’m sure I don’t want to stay in here any longer!”

"
She waited for some time without hearing anything more: at last came a rumbling of little cartwheels,1002,39278,"She waited for some time without hearing anything more: at last came a rumbling of little cartwheels,"
and the sound of a good many voices all talking together: she made out the words: “Where’s the other ladder?—Why,1003,39379," and the sound of a good many voices all talking together: she made out the words: “Where’s the other ladder?—Why,"
I hadn’t to bring but one,1004,39493, I hadn’t to bring but one;
Bill’s got the other—Bill! fetch it here,1005,39520," Bill’s got the other—Bill! fetch it here,"
lad!—Here,1006,39562," lad!—Here,"
put ’em up at this corner—No,1007,39573," put ’em up at this corner—No,"
tie ’em together first—they don’t reach half high enough yet—Oh! they’ll do well enough,1008,39603, tie ’em together first—they don’t reach half high enough yet—Oh! they’ll do well enough;
don’t be particular—Here,1009,39692," don’t be particular—Here,"
Bill! catch hold of this rope—Will the roof bear?—Mind that loose slate—Oh,1010,39718," Bill! catch hold of this rope—Will the roof bear?—Mind that loose slate—Oh,"
it’s coming down! Heads below!”,1011,39794, it’s coming down! Heads below!” (
a loud crash,1012,39828,a loud crash)
—“Now,1013,39841,"—“Now,"
who did that?—It was Bill,1014,39847," who did that?—It was Bill,"
I fancy—Who’s to go down the chimney?—Nay,1015,39874," I fancy—Who’s to go down the chimney?—Nay,"
I shan’t! You do it!—That I won’t,1016,39917," I shan’t! You do it!—That I won’t,"
then!—Bill’s to go down—Here,1017,39952," then!—Bill’s to go down—Here,"
Bill! the master says you’re to go down the chimney!”,1018,39982," Bill! the master says you’re to go down the chimney!”

"
“Oh! So Bill’s got to come down the chimney,1019,40038,"“Oh! So Bill’s got to come down the chimney,"
has he?” said Alice to herself,1020,40082, has he?” said Alice to herself.
“Shy,1021,40114," “Shy,"
they seem to put everything upon Bill! I wouldn’t be in Bill’s place for a good deal: this fireplace is narrow,1022,40120," they seem to put everything upon Bill! I wouldn’t be in Bill’s place for a good deal: this fireplace is narrow,"
to be sure,1023,40232, to be sure;
but I think I can kick a little!”,1024,40244," but I think I can kick a little!”

"
She drew her foot as far down the chimney as she could,1025,40280,"She drew her foot as far down the chimney as she could,"
and waited till she heard a little animal,1026,40335, and waited till she heard a little animal (
she couldn’t guess of what sort it was,1027,40379,she couldn’t guess of what sort it was)
scratching and scrambling about in the chimney close above her: then,1028,40418," scratching and scrambling about in the chimney close above her: then,"
saying to herself “This is Bill,1029,40488," saying to herself “This is Bill,"
” she gave one sharp kick,1030,40521,"” she gave one sharp kick,"
and waited to see what would happen next,1031,40547," and waited to see what would happen next.

"
The first thing she heard was a general chorus of “There goes Bill!” then the Rabbit’s voice along—“Catch him,1032,40591,"The first thing she heard was a general chorus of “There goes Bill!” then the Rabbit’s voice along—“Catch him,"
you by the hedge!” then silence,1033,40701," you by the hedge!” then silence,"
and then another confusion of voices—“Hold up his head—Brandy now—Don’t choke him—How was it,1034,40734," and then another confusion of voices—“Hold up his head—Brandy now—Don’t choke him—How was it,"
old fellow? What happened to you? Tell us all about it!”,1035,40828," old fellow? What happened to you? Tell us all about it!”

"
Last came a little feeble,1036,40887,"Last came a little feeble,"
squeaking voice,1037,40913," squeaking voice, ("
“That’s Bill,1038,40932,"“That’s Bill,"
” thought Alice,1039,40945,"” thought Alice,)"
“Well,1040,40962," “Well,"
I hardly know—No more,1041,40969," I hardly know—No more,"
thank ye,1042,40992, thank ye;
I’m better now—but I’m a deal too flustered to tell you—all I know is,1043,41002," I’m better now—but I’m a deal too flustered to tell you—all I know is,"
something comes at me like a Jack-in-the-box,1044,41073," something comes at me like a Jack-in-the-box,"
and up I goes like a sky-rocket!”,1045,41119," and up I goes like a sky-rocket!”

"
“So you did,1046,41155,"“So you did,"
old fellow!” said the others,1047,41167," old fellow!” said the others.

"
“We must burn the house down!” said the Rabbit’s voice,1048,41199,“We must burn the house down!” said the Rabbit’s voice;
and Alice called out as loud as she could,1049,41254," and Alice called out as loud as she could,"
“If you do,1050,41297," “If you do,"
I’ll set Dinah at you!”,1051,41309," I’ll set Dinah at you!”

"
There was a dead silence instantly,1052,41335,"There was a dead silence instantly,"
and Alice thought to herself,1053,41370," and Alice thought to herself,"
“I wonder what they will do next! If they had any sense,1054,41400," “I wonder what they will do next! If they had any sense,"
they’d take the roof off,1055,41457, they’d take the roof off.
” After a minute or two,1056,41483,"” After a minute or two,"
they began moving about again,1057,41507," they began moving about again,"
and Alice heard the Rabbit say,1058,41538," and Alice heard the Rabbit say,"
“A barrowful will do,1059,41570," “A barrowful will do,"
to begin with,1060,41592," to begin with.”

"
“A barrowful of what?” thought Alice,1061,41610,“A barrowful of what?” thought Alice;
but she had not long to doubt,1062,41647," but she had not long to doubt,"
for the next moment a shower of little pebbles came rattling in at the window,1063,41678," for the next moment a shower of little pebbles came rattling in at the window,"
and some of them hit her in the face,1064,41757, and some of them hit her in the face.
“I’ll put a stop to this,1065,41795," “I’ll put a stop to this,"
” she said to herself,1066,41821,"” she said to herself,"
and shouted out,1067,41843," and shouted out,"
“You’d better not do that again!” which produced another dead silence,1068,41860," “You’d better not do that again!” which produced another dead silence.

"
Alice noticed with some surprise that the pebbles were all turning into little cakes as they lay on the floor,1069,41933,"Alice noticed with some surprise that the pebbles were all turning into little cakes as they lay on the floor,"
and a bright idea came into her head,1070,42043, and a bright idea came into her head.
“If I eat one of these cakes,1071,42081," “If I eat one of these cakes,"
” she thought,1072,42111,"” she thought,"
“it’s sure to make some change in my size,1073,42125, “it’s sure to make some change in my size;
and as it can’t possibly make me larger,1074,42168," and as it can’t possibly make me larger,"
it must make me smaller,1075,42209," it must make me smaller,"
I suppose,1076,42234," I suppose.”

"
So she swallowed one of the cakes,1077,42248,"So she swallowed one of the cakes,"
and was delighted to find that she began shrinking directly,1078,42282, and was delighted to find that she began shrinking directly.
As soon as she was small enough to get through the door,1079,42343," As soon as she was small enough to get through the door,"
she ran out of the house,1080,42400," she ran out of the house,"
and found quite a crowd of little animals and birds waiting outside,1081,42426, and found quite a crowd of little animals and birds waiting outside.
The poor little Lizard,1082,42495," The poor little Lizard,"
Bill,1083,42519," Bill,"
was in the middle,1084,42525," was in the middle,"
being held up by two guinea-pigs,1085,42544," being held up by two guinea-pigs,"
who were giving it something out of a bottle,1086,42578, who were giving it something out of a bottle.
They all made a rush at Alice the moment she appeared,1087,42624, They all made a rush at Alice the moment she appeared;
but she ran off as hard as she could,1088,42679," but she ran off as hard as she could,"
and soon found herself safe in a thick wood,1089,42717," and soon found herself safe in a thick wood.

"
“The first thing I’ve got to do,1090,42764,"“The first thing I’ve got to do,"
” said Alice to herself,1091,42796,"” said Alice to herself,"
as she wandered about in the wood,1092,42820," as she wandered about in the wood,"
“is to grow to my right size again,1093,42855, “is to grow to my right size again;
and the second thing is to find my way into that lovely garden,1094,42891, and the second thing is to find my way into that lovely garden.
I think that will be the best plan,1095,42955," I think that will be the best plan.”

"
It sounded an excellent plan,1096,42994,"It sounded an excellent plan,"
no doubt,1097,43023," no doubt,"
and very neatly and simply arranged,1098,43033, and very neatly and simply arranged;
the only difficulty was,1099,43070," the only difficulty was,"
that she had not the smallest idea how to set about it,1100,43095, that she had not the smallest idea how to set about it;
and while she was peering about anxiously among the trees,1101,43151," and while she was peering about anxiously among the trees,"
a little sharp bark just over her head made her look up in a great hurry,1102,43210," a little sharp bark just over her head made her look up in a great hurry.

"
An enormous puppy was looking down at her with large round eyes,1103,43286,"An enormous puppy was looking down at her with large round eyes,"
and feebly stretching out one paw,1104,43350," and feebly stretching out one paw,"
trying to touch her,1105,43385, trying to touch her.
“Poor little thing!” said Alice,1106,43406," “Poor little thing!” said Alice,"
in a coaxing tone,1107,43439," in a coaxing tone,"
and she tried hard to whistle to it,1108,43458, and she tried hard to whistle to it;
but she was terribly frightened all the time at the thought that it might be hungry,1109,43495," but she was terribly frightened all the time at the thought that it might be hungry,"
in which case it would be very likely to eat her up in spite of all her coaxing,1110,43580," in which case it would be very likely to eat her up in spite of all her coaxing.

"
Hardly knowing what she did,1111,43663,"Hardly knowing what she did,"
she picked up a little bit of stick,1112,43691," she picked up a little bit of stick,"
and held it out to the puppy,1113,43728, and held it out to the puppy;
whereupon the puppy jumped into the air off all its feet at once,1114,43758," whereupon the puppy jumped into the air off all its feet at once,"
with a yelp of delight,1115,43824," with a yelp of delight,"
and rushed at the stick,1116,43848," and rushed at the stick,"
and made believe to worry it,1117,43873, and made believe to worry it;
then Alice dodged behind a great thistle,1118,43903," then Alice dodged behind a great thistle,"
to keep herself from being run over,1119,43945, to keep herself from being run over;
and the moment she appeared on the other side,1120,43982," and the moment she appeared on the other side,"
the puppy made another rush at the stick,1121,44029," the puppy made another rush at the stick,"
and tumbled head over heels in its hurry to get hold of it,1122,44071, and tumbled head over heels in its hurry to get hold of it;
then Alice,1123,44131," then Alice,"
thinking it was very like having a game of play with a cart-horse,1124,44143," thinking it was very like having a game of play with a cart-horse,"
and expecting every moment to be trampled under its feet,1125,44210," and expecting every moment to be trampled under its feet,"
ran round the thistle again,1126,44268, ran round the thistle again;
then the puppy began a series of short charges at the stick,1127,44297," then the puppy began a series of short charges at the stick,"
running a very little way forwards each time and a long way back,1128,44358," running a very little way forwards each time and a long way back,"
and barking hoarsely all the while,1129,44424," and barking hoarsely all the while,"
till at last it sat down a good way off,1130,44460," till at last it sat down a good way off,"
panting,1131,44501," panting,"
with its tongue hanging out of its mouth,1132,44510," with its tongue hanging out of its mouth,"
and its great eyes half shut,1133,44552," and its great eyes half shut.

"
This seemed to Alice a good opportunity for making her escape,1134,44584,This seemed to Alice a good opportunity for making her escape;
so she set off at once,1135,44646," so she set off at once,"
and ran till she was quite tired and out of breath,1136,44670," and ran till she was quite tired and out of breath,"
and till the puppy’s bark sounded quite faint in the distance,1137,44722," and till the puppy’s bark sounded quite faint in the distance.

"
“And yet what a dear little puppy it was!” said Alice,1138,44787,"“And yet what a dear little puppy it was!” said Alice,"
as she leant against a buttercup to rest herself,1139,44841," as she leant against a buttercup to rest herself,"
and fanned herself with one of the leaves: “I should have liked teaching it tricks very much,1140,44891," and fanned herself with one of the leaves: “I should have liked teaching it tricks very much,"
if—if I’d only been the right size to do it! Oh dear! I’d nearly forgotten that I’ve got to grow up again! Let me see—how is it to be managed? I suppose I ought to eat or drink something or other,1141,44985, if—if I’d only been the right size to do it! Oh dear! I’d nearly forgotten that I’ve got to grow up again! Let me see—how is it to be managed? I suppose I ought to eat or drink something or other;
but the great question is,1142,45182," but the great question is,"
what?”,1143,45209," what?”

"
The great question certainly was,1144,45218,"The great question certainly was,"
what? Alice looked all round her at the flowers and the blades of grass,1145,45251," what? Alice looked all round her at the flowers and the blades of grass,"
but she did not see anything that looked like the right thing to eat or drink under the circumstances,1146,45324, but she did not see anything that looked like the right thing to eat or drink under the circumstances.
There was a large mushroom growing near her,1147,45427," There was a large mushroom growing near her,"
about the same height as herself,1148,45472, about the same height as herself;
and when she had looked under it,1149,45506," and when she had looked under it,"
and on both sides of it,1150,45540," and on both sides of it,"
and behind it,1151,45565," and behind it,"
it occurred to her that she might as well look and see what was on the top of it,1152,45580," it occurred to her that she might as well look and see what was on the top of it.

"
She stretched herself up on tiptoe,1153,45664,"She stretched herself up on tiptoe,"
and peeped over the edge of the mushroom,1154,45699," and peeped over the edge of the mushroom,"
and her eyes immediately met those of a large blue caterpillar,1155,45741," and her eyes immediately met those of a large blue caterpillar,"
that was sitting on the top with its arms folded,1156,45805," that was sitting on the top with its arms folded,"
quietly smoking a long hookah,1157,45855," quietly smoking a long hookah,"
and taking not the smallest notice of her or of anything else,1158,45886," and taking not the smallest notice of her or of anything else.
"
CHAPTER V,1159,45950,"CHAPTER V.
"
Advice from a Caterpillar,1160,45961,"Advice from a Caterpillar

"
The Caterpillar and Alice looked at each other for some time in silence: at last the Caterpillar took the hookah out of its mouth,1161,45988,"The Caterpillar and Alice looked at each other for some time in silence: at last the Caterpillar took the hookah out of its mouth,"
and addressed her in a languid,1162,46118," and addressed her in a languid,"
sleepy voice,1163,46150," sleepy voice.

"
“Who are you?” said the Caterpillar,1164,46166,"“Who are you?” said the Caterpillar.

"
This was not an encouraging opening for a conversation,1165,46204,This was not an encouraging opening for a conversation.
Alice replied,1166,46259," Alice replied,"
rather shyly,1167,46274," rather shyly,"
“I—I hardly know,1168,46288," “I—I hardly know,"
sir,1169,46306," sir,"
just at present—at least I know who I was when I got up this morning,1170,46311," just at present—at least I know who I was when I got up this morning,"
but I think I must have been changed several times since then,1171,46381," but I think I must have been changed several times since then.”

"
“What do you mean by that?” said the Caterpillar sternly,1172,46447,“What do you mean by that?” said the Caterpillar sternly.
“Explain yourself!”,1173,46504," “Explain yourself!”

"
