phrase,id,position,corresponding_text
Le système de déduction que l'on étudie est appelé la « théorie » et le système dans lequel on énonce et démontre les métathéorèmes est appelé la « métathéorie »,248,16325," Le système de déduction que l'on étudie est appelé la « théorie » et le système dans lequel on énonce et démontre les métathéorèmes est appelé la « métathéorie ».

"
Les propriétés fondamentales des systèmes de déduction sont la correction,249,16490,"Les propriétés fondamentales des systèmes de déduction sont la correction,"
la cohérence,250,16564," la cohérence,"
la complétude,251,16578," la complétude .

"
La correction énonce que les théorèmes sont valides dans tous les modèles,252,16596,La correction énonce que les théorèmes sont valides dans tous les modèles.
Cela signifie que les règles d'inférence sont bien adaptées à ces modèles,253,16670," Cela signifie que les règles d'inférence sont bien adaptées à ces modèles,"
autrement dit que le système de déduction formalise correctement le raisonnement dans ces modèles,254,16745," autrement dit que le système de déduction formalise correctement le raisonnement dans ces modèles.

"
Un système de déduction est cohérent,255,16846,Un système de déduction est cohérent (
on emploie aussi l'anglicisme consistant,256,16884,on emploie aussi l'anglicisme consistant)
s'il admet un modèle,257,16925," s'il admet un modèle,"
ou ce qui revient au même,258,16947," ou ce qui revient au même,"
s'il ne permet pas de démontrer n'importe quelle formule,259,16974, s'il ne permet pas de démontrer n'importe quelle formule.
On parle aussi de cohérence équationnelle lorsque le système admet un modèle non trivial,260,17032," On parle aussi de cohérence équationnelle lorsque le système admet un modèle non trivial,"
c'est-à-dire ayant au moins deux éléments,261,17122, c'est-à-dire ayant au moins deux éléments.
Cela revient à affirmer que le système ne permet pas de démontrer n'importe quelle équation,262,17165," Cela revient à affirmer que le système ne permet pas de démontrer n'importe quelle équation.

"
La complétude se définit par rapport à une famille de modèles,263,17260,La complétude se définit par rapport à une famille de modèles.
Un système de déduction est complet par rapport à une famille de modèles,264,17322," Un système de déduction est complet par rapport à une famille de modèles,"
si toute proposition qui est valide dans tous les modèles de la famille est un théorème,265,17396, si toute proposition qui est valide dans tous les modèles de la famille est un théorème.
En bref,266,17485," En bref,"
un système est complet si tout ce qui est valide est démontrable,267,17494," un système est complet si tout ce qui est valide est démontrable.

"
Une autre propriété des systèmes de déduction apparentée à la complétude est la cohérence maximale,268,17562,Une autre propriété des systèmes de déduction apparentée à la complétude est la cohérence maximale.
Un système de déduction est maximalement cohérent,269,17661," Un système de déduction est maximalement cohérent,"
si l'ajout d'un nouvel axiome qui n'est pas lui-même un théorème rend le système incohérent,270,17712," si l'ajout d'un nouvel axiome qui n'est pas lui-même un théorème rend le système incohérent.

"
Affirmer « tel système est complet pour telle famille de modèles » est un exemple typique de métathéorème,271,17807,"Affirmer « tel système est complet pour telle famille de modèles » est un exemple typique de métathéorème.

"
Dans ce cadre,272,17915,"Dans ce cadre,"
la notion intuitive de vérité donne lieu à deux concepts formels : la validité et la démontrabilité,273,17929, la notion intuitive de vérité donne lieu à deux concepts formels : la validité et la démontrabilité.
Les trois propriétés de correction,274,18030," Les trois propriétés de correction,"
cohérence et complétude précisent comment ces notions peuvent être reliées,275,18066," cohérence et complétude précisent comment ces notions peuvent être reliées,"
espérant qu'ainsi la vérité,276,18142," espérant qu'ainsi la vérité,"
quête du logicien,277,18171," quête du logicien,"
puisse être cernée,278,18190," puisse être cernée.
"
Le calcul des propositions,279,18211,"Le calcul des propositions
"
Article détaillé : Calcul des propositions,280,18238,"Article détaillé : Calcul des propositions.

"
Les propositions sont des formules exprimant des faits mathématiques,281,18283,"Les propositions sont des formules exprimant des faits mathématiques,"
c'est-à-dire des propriétés qui ne dépendent d'aucun paramètre,282,18352," c'est-à-dire des propriétés qui ne dépendent d'aucun paramètre,"
et qui donc ne peuvent qu'être vraies ou fausses[6],283,18416," et qui donc ne peuvent qu'être vraies ou fausses[6],"
comme « 3 est un multiple de 4 »,284,18469, comme « 3 est un multiple de 4 » (
au contraire de « n est un multiple de 4 »,285,18504,"au contraire de « n est un multiple de 4 »,"
qui est vraie ou fausse selon la valeur que l'on donne au paramètre n,286,18547, qui est vraie ou fausse selon la valeur que l'on donne au paramètre n)
ou « les zéros non triviaux de la fonction zêta de Riemann ont tous pour partie réelle 1/2 »,287,18618," ou « les zéros non triviaux de la fonction zêta de Riemann ont tous pour partie réelle 1/2 ».

"
Les propositions élémentaires,288,18714,"Les propositions élémentaires,"
appelées variables propositionnelles,289,18744," appelées variables propositionnelles,"
sont combinées au moyen de connecteurs pour former des formules complexes,290,18782, sont combinées au moyen de connecteurs pour former des formules complexes.
Les propositions peuvent être interprétées en remplaçant chaque variable propositionnelle par une proposition,291,18857, Les propositions peuvent être interprétées en remplaçant chaque variable propositionnelle par une proposition.
Par exemple une interprétation de la proposition,292,18968, Par exemple une interprétation de la proposition (
P ∧ ¬ P,293,19019, P ∧ ¬ P )
⟹ Q {\displaystyle,294,19029, ⟹ Q {\displaystyle (
P\wedge \neg P,295,19050,P\wedge \neg P)
\implies Q} pourrait être « si 3 est pair et 3 est impair alors 0 = 1 »,296,19065,"\implies Q} pourrait être « si 3 est pair et 3 est impair alors 0 = 1 ».
"
Connecteurs les plus fréquents,297,19138,"Connecteurs les plus fréquents

"
Les connecteurs sont présentés avec leur interprétation en logique classique,298,19170,"Les connecteurs sont présentés avec leur interprétation en logique classique.

"
La disjonction de deux propositions P et Q est la proposition notée P ∨ Q {\displaystyle P\vee Q} ou « P ou Q » qui est vraie si au moins une des deux propositions est vraie,299,19249,La disjonction de deux propositions P et Q est la proposition notée P ∨ Q {\displaystyle P\vee Q} ou « P ou Q » qui est vraie si au moins une des deux propositions est vraie;
elle est donc fausse uniquement si les deux propositions sont fausses,300,19423," elle est donc fausse uniquement si les deux propositions sont fausses.

"
La négation d’une proposition P est la proposition notée ¬P,301,19496,"La négation d’une proposition P est la proposition notée ¬P,"
ou « non P » qui est vraie lorsque P est fausse,302,19556, ou « non P » qui est vraie lorsque P est fausse;
elle est donc fausse lorsque P est vraie,303,19605," elle est donc fausse lorsque P est vraie.

"
À partir de ces deux connecteurs,304,19649,"À partir de ces deux connecteurs,"
on peut construire d’autres connecteurs ou abréviations utiles,305,19682," on peut construire d’autres connecteurs ou abréviations utiles.

"
La conjonction de deux propositions P et Q est la proposition suivante :,306,19748,"La conjonction de deux propositions P et Q est la proposition suivante :

"
¬,307,19822,    ¬ ( (
¬ P,308,19831, ¬ P )
∨,309,19837, ∨ (
¬ Q,310,19841, ¬ Q ) )
{\displaystyle \neg,311,19849, {\displaystyle \neg ((
\neg P,312,19872,\neg P)
\vee,313,19879,\vee (
\neg Q,314,19885,\neg Q))
} c'est-à-dire non,315,19893,} c'est-à-dire non ( (
non P,316,19915,non P)
ou,317,19921, ou (
non Q,318,19926,"non Q) )

"
Celle-ci est notée P ∧ Q ou « P et Q » et n’est vraie que lorsque P et Q sont vraies et est donc fausse si l’une des deux propositions est fausse,319,19936,"Celle-ci est notée P ∧ Q ou « P et Q » et n’est vraie que lorsque P et Q sont vraies et est donc fausse si l’une des deux propositions est fausse.

"
L'implication de Q par P est la proposition,320,20084,L'implication de Q par P est la proposition (
¬ P,321,20129, ¬ P )
∨ Q {\displaystyle,322,20135, ∨ Q {\displaystyle (
\neg P,323,20156,\neg P)
\vee Q},324,20163,"\vee Q},"
notée «  P ⟹ Q {\displaystyle P\implies Q} » ou « P implique Q »,325,20171," notée «  P ⟹ Q {\displaystyle P\implies Q} » ou « P implique Q »,"
et qui est fausse seulement si P est une proposition vraie et Q fausse,326,20237," et qui est fausse seulement si P est une proposition vraie et Q fausse.

"
L'équivalence logique de P et Q est la proposition,327,20311,L'équivalence logique de P et Q est la proposition ( (
P ⟹ Q,328,20365, P ⟹ Q )
∧,329,20373, ∧ (
Q ⟹ P,330,20377, Q ⟹ P ) )
{\displaystyle {\bigg,331,20387, {\displaystyle {\bigg (}(
P\implies Q,332,20413,P\implies Q)
\wedge,333,20425,\wedge (
Q\implies P,334,20433,Q\implies P)
{\bigg,335,20445,{\bigg )
}},336,20453,}} ( ((
P implique Q,337,20460,P implique Q)
et,338,20473, et (
Q implique P,339,20478,"Q implique P) )),"
notée «  P ⟺ Q {\displaystyle P\iff Q} » ou,340,20495, notée «  P ⟺ Q {\displaystyle P\iff Q} » ou (
P est équivalent à Q,341,20541,"P est équivalent à Q),"
et qui n'est vraie que si les deux propositions P et Q ont même valeur de vérité,342,20563," et qui n'est vraie que si les deux propositions P et Q ont même valeur de vérité.

"
Le ou exclusif ou disjonction exclusive de P et Q est la proposition P ∨ _ Q {\displaystyle P\,343,20647,Le ou exclusif ou disjonction exclusive de P et Q est la proposition P ∨ _ Q {\displaystyle P\;
{\underline {\vee }}\,344,20742,{\underline {\vee }}\;
Q},345,20764,Q} (
parfois aussi notée[7] P ⊕ Q ou encore[8] P | Q ou par les concepteurs de circuits signe XOR,346,20768,parfois aussi notée[7] P ⊕ Q ou encore[8] P | Q ou par les concepteurs de circuits signe XOR)
qui correspond à,347,20861, qui correspond à (
P ∨ Q,348,20880, P ∨ Q )
∧ ¬,349,20888, ∧ ¬ (
P ∧ Q,350,20894, P ∧ Q )
{\displaystyle,351,20902, {\displaystyle (
P\vee Q,352,20919,P\vee Q)
\wedge \neg,353,20927,\wedge \neg (
P\wedge Q,354,20940,"P\wedge Q)},"
c'est-à-dire en français : soit P,355,20952," c'est-à-dire en français : soit P,"
soit Q,356,20987," soit Q,"
mais pas les deux à la fois,357,20995, mais pas les deux à la fois.
Le ou exclusif de P et Q correspond à P ⇔ ¬Q ou encore à ¬,358,21024, Le ou exclusif de P et Q correspond à P ⇔ ¬Q ou encore à ¬(
P ⇔ Q,359,21084,P ⇔ Q).
Cette proposition n'est vraie que si P et Q ont des valeurs de vérités distinctes,360,21091," Cette proposition n'est vraie que si P et Q ont des valeurs de vérités distinctes.
"
Connecteur universel,361,21175,"Connecteur universel

"
Une caractéristique du calcul propositionnel dit « classique » est que toutes les propositions peuvent s'exprimer à partir de deux connecteurs : par exemple ∨ et ¬,362,21197,Une caractéristique du calcul propositionnel dit « classique » est que toutes les propositions peuvent s'exprimer à partir de deux connecteurs : par exemple ∨ et ¬ (
ou et non,363,21362,ou et non)
[9],364,21372,[9].
Mais d'autres choix sont possibles comme ⇒,365,21376, Mais d'autres choix sont possibles comme ⇒ (
implication,366,21421,implication)
et ⊥,367,21433, et ⊥ (
faux,368,21440,faux).
On peut n'utiliser qu'un seul connecteur,369,21446," On peut n'utiliser qu'un seul connecteur,"
le symbole de Sheffer « | »,370,21488, le symbole de Sheffer « | » (
Henry M,371,21518,Henry M.
Sheffer,372,21526," Sheffer,"
1913,373,21535," 1913),"
appelé « stroke » par son concepteur et appelé aujourd'hui Nand et noté signe NAND par les concepteurs de circuits,374,21542, appelé « stroke » par son concepteur et appelé aujourd'hui Nand et noté signe NAND par les concepteurs de circuits ;
on peut aussi n'utiliser que le connecteur Nor,375,21659, on peut aussi n'utiliser que le connecteur Nor (
noté signe NOR,376,21708,noté signe NOR)
comme l'a remarqué Charles Sanders Peirce,377,21723, comme l'a remarqué Charles Sanders Peirce (
1880,378,21767,1880)
sans le publier,379,21772, sans le publier.
En somme,380,21789," En somme,"
en logique classique,381,21799," en logique classique,"
un unique connecteur suffit pour rendre compte de toutes les opérations logiques,382,21821," un unique connecteur suffit pour rendre compte de toutes les opérations logiques.
"
Le calcul des prédicats,383,21904,"Le calcul des prédicats
"
Articles détaillés : Calcul des prédicats et Logique d'ordre supérieur,384,21928,"Articles détaillés : Calcul des prédicats et Logique d'ordre supérieur.

"
Le calcul des prédicats étend le calcul propositionnel en permettant d'écrire des formules qui dépendent de paramètres,385,22001,Le calcul des prédicats étend le calcul propositionnel en permettant d'écrire des formules qui dépendent de paramètres ;
pour cela le calcul des prédicats introduit les notions de variables,386,22121," pour cela le calcul des prédicats introduit les notions de variables,"
de symboles de fonctions et de relations,387,22191," de symboles de fonctions et de relations,"
de termes et de quantificateurs,388,22233, de termes et de quantificateurs ;
les termes sont obtenus en combinant les variables au moyen des symboles de fonction,389,22267," les termes sont obtenus en combinant les variables au moyen des symboles de fonction,"
les formules élémentaires sont obtenues en appliquant les symboles de relations à des termes,390,22353," les formules élémentaires sont obtenues en appliquant les symboles de relations à des termes.

"
Une formule typique du calcul des prédicats est ∀ a,391,22449,"Une formule typique du calcul des prédicats est ∀ a ,"
b,392,22502, b ( (
p = a × b,393,22508, p = a × b )
⟹,394,22520, ⟹ (
a = 1,395,22524, a = 1 )
∨,396,22532, ∨ (
b = 1,397,22536, b = 1 ) )
{\displaystyle \forall a,398,22546," {\displaystyle \forall a,"
b\,399,22572,b\;
{\bigg,400,22575,{\bigg (}(
p=a\times b,401,22585,p=a\times b)
\implies,402,22597,\implies (
a=1,403,22607,a=1)
\vee,404,22611,\vee (
b=1,405,22617,b=1)
{\bigg,406,22621,{\bigg )
}} qui lorsqu'on l'interprète dans les entiers exprime que le paramètre p est un nombre premier,407,22629,}} qui lorsqu'on l'interprète dans les entiers exprime que le paramètre p est un nombre premier (
ou 1,408,22726,ou 1).
Cette formule utilise deux symboles de fonction,409,22732, Cette formule utilise deux symboles de fonction (
le point,410,22782,"le point,"
fonction binaire interprétée par la multiplication des entiers,411,22791," fonction binaire interprétée par la multiplication des entiers,"
et le symbole « 1 »,412,22855," et le symbole « 1 »,"
fonction 0-aire,413,22876," fonction 0-aire,"
c'est-à-dire constante,414,22893, c'est-à-dire constante)
et un symbole de relation,415,22917, et un symbole de relation (
pour l'égalité,416,22945,pour l'égalité).
Les variables sont a,417,22961," Les variables sont a,"
b et p,418,22983," b et p,"
les termes sont a,419,22991, les termes sont a.
b et 1 et les formules élémentaires sont « p = a,420,23010,b et 1 et les formules élémentaires sont « p = a.
b »,421,23059,"b »,"
« a = 1 » et « b = 1 »,422,23063, « a = 1 » et « b = 1 ».
Les variables a et b sont quantifiées mais pas la variable p dont la formule dépend,423,23087," Les variables a et b sont quantifiées mais pas la variable p dont la formule dépend.

"
Il existe plusieurs variantes du calcul des prédicats,424,23174,Il existe plusieurs variantes du calcul des prédicats ;
dans la plus simple,425,23229," dans la plus simple,"
le calcul des prédicats du premier ordre,426,23250," le calcul des prédicats du premier ordre,"
les variables représentent toutes les mêmes types d'objets,427,23292," les variables représentent toutes les mêmes types d'objets,"
par exemple dans la formule ci-dessus,428,23352," par exemple dans la formule ci-dessus,"
les 3 variables a,429,23391," les 3 variables a,"
b et p vont toutes représenter des entiers,430,23410, b et p vont toutes représenter des entiers.
Dans le calcul des prédicats du second ordre,431,23454," Dans le calcul des prédicats du second ordre,"
il y a deux types de variables : des variables pour les objets et d'autres pour les prédicats,432,23500," il y a deux types de variables : des variables pour les objets et d'autres pour les prédicats,"
c'est-à-dire les relations entre objets,433,23595, c'est-à-dire les relations entre objets.
Par exemple en arithmétique du second ordre on emploie des variables pour représenter des entiers,434,23636," Par exemple en arithmétique du second ordre on emploie des variables pour représenter des entiers,"
et d'autres pour des ensembles d'entiers,435,23735, et d'autres pour des ensembles d'entiers.
La hiérarchie continue ainsi,436,23777," La hiérarchie continue ainsi,"
au 3e ordre on a 3 types de variables pour les objets,437,23807," au 3e ordre on a 3 types de variables pour les objets,"
les relations entre objets,438,23862," les relations entre objets,"
les relations entre relations,439,23890," les relations entre relations,"
etc,440,23921," etc.
"
Substitution,441,23927,"Substitution

"
Pour décrire le calcul des prédicats,442,23941,"Pour décrire le calcul des prédicats,"
une opération essentielle est la substitution qui consiste à remplacer dans une formule toutes les occurrences d'une variable x par un terme a,443,23978," une opération essentielle est la substitution qui consiste à remplacer dans une formule toutes les occurrences d'une variable x par un terme a,"
obtenant ainsi une nouvelle formule,444,24122, obtenant ainsi une nouvelle formule ;
par exemple si on remplace la variable p par le terme n! + 1 dans la formule ci-dessus on obtient la formule «  ∀ a ∀ b,445,24160, par exemple si on remplace la variable p par le terme n! + 1 dans la formule ci-dessus on obtient la formule «  ∀ a ∀ b ( (
n ! + 1 = a ⋅ b,446,24284, n ! + 1 = a ⋅ b )
⟹,447,24302, ⟹ ( (
a = 1,448,24308, a = 1 )
∨,449,24316, ∨ (
b = 1,450,24320, b = 1 ) )
{\displaystyle \forall a\forall b,451,24330, {\displaystyle \forall a\forall b((
n!+1=a\cdot b,452,24366,n!+1=a\cdot b)
\implies,453,24380,\implies ((
a=1,454,24391,a=1)
\vee,455,24395,\vee (
b=1,456,24401,b=1))
} »,457,24406,} » (
qui exprime que la factorielle de l'entier n plus 1 est un nombre premier,458,24411,"qui exprime que la factorielle de l'entier n plus 1 est un nombre premier).

"
Si P est une formule dépendant d'un paramètre x et a est un terme,459,24488,"Si P est une formule dépendant d'un paramètre x et a est un terme,"
l’assemblage obtenu en remplaçant x par a dans P est une formule qui peut se noter P [ a / x ] {\displaystyle P[a/x]} ou,460,24554, l’assemblage obtenu en remplaçant x par a dans P est une formule qui peut se noter P [ a / x ] {\displaystyle P[a/x]} ou (
a ∣ x,461,24677, a ∣ x )
P {\displaystyle,462,24685, P {\displaystyle (
a\mid x,463,24704,a\mid x)
P},464,24712,"P},"
ou d'autres variantes de ces notations,465,24715, ou d'autres variantes de ces notations.
et s’appelle formule obtenue par substitution de x par a dans P,466,24755," et s’appelle formule obtenue par substitution de x par a dans P.

"
Pour mettre en évidence un paramètre x dont dépend une formule P,467,24822,"Pour mettre en évidence un paramètre x dont dépend une formule P,"
on écrit celle-ci sous la forme P{x},468,24887, on écrit celle-ci sous la forme P{x} ;
on note alors P{a} la proposition,469,24926, on note alors P{a} la proposition (
a|x,470,24962,"a|x)P.

"
On peut chercher à trouver la,471,24970,On peut chercher à trouver la (
les,472,25001,les)
substitution,473,25005, substitution(s)
qui rend,474,25021, qui rend(
ent,475,25031,ent)
une formule prouvable,476,25035, une formule prouvable ;
le problème est particulièrement intéressant dans le cas de formules dites équationnelles,477,25059," le problème est particulièrement intéressant dans le cas de formules dites équationnelles,"
c'est-à-dire de la forme t,478,25150, c'est-à-dire de la forme t(x)
= t',479,25180, = t'(x).
La théorie qui cherche à résoudre de telles équations dans le cadre de la logique mathématique s'appelle l'unification,480,25189," La théorie qui cherche à résoudre de telles équations dans le cadre de la logique mathématique s'appelle l'unification.
"
Les quantificateurs,481,25310,"Les quantificateurs

"
Les quantificateurs sont les ingrédients syntaxiques spécifiques du calcul des prédicats,482,25331,Les quantificateurs sont les ingrédients syntaxiques spécifiques du calcul des prédicats.
Comme les connecteurs propositionnels ils permettent de construire de nouvelles formules à partir d'anciennes,483,25420," Comme les connecteurs propositionnels ils permettent de construire de nouvelles formules à partir d'anciennes,"
mais ils s'appuient pour cela sur l'utilisation des variables,484,25531," mais ils s'appuient pour cela sur l'utilisation des variables.
"
Article détaillé : Quantificateurs,485,25595,"Article détaillé : Quantificateurs.

"
Soit une formule du calcul des prédicats P,486,25632,Soit une formule du calcul des prédicats P.
On construit alors une nouvelle formule dite existentielle notée ∃ x P qui se lit « il existe x tel que P »,487,25675, On construit alors une nouvelle formule dite existentielle notée ∃ x P qui se lit « il existe x tel que P ».
Supposons que P ne « dépende » que de x,488,25784, Supposons que P ne « dépende » que de x.
La proposition ∃ x P est vraie quand il existe au moins un objet a,489,25825, La proposition ∃ x P est vraie quand il existe au moins un objet a (
dans le domaine considéré,490,25894,"dans le domaine considéré,"
celui sur lequel « varie » x,491,25920, celui sur lequel « varie » x)
tel que,492,25950," tel que,"
quand on substitue a à x dans P on obtienne une proposition vraie,493,25959, quand on substitue a à x dans P on obtienne une proposition vraie.
La formule P est vue comme une propriété,494,26026," La formule P est vue comme une propriété,"
et ∃ x P est vraie quand il existe un objet ayant cette propriété,495,26068," et ∃ x P est vraie quand il existe un objet ayant cette propriété.

"
Le signe ∃ s’appelle le quantificateur existentiel,496,26137,"Le signe ∃ s’appelle le quantificateur existentiel.

"
De même on peut construire à partir de P une formule dite universelle notée ∀ x P,497,26190,"De même on peut construire à partir de P une formule dite universelle notée ∀ x P,"
qui se lit « pour tout x P » ou quel que soit x P,498,26272, qui se lit « pour tout x P » ou quel que soit x P.
Elle signifie que tous les objets du domaine considéré,499,26323, Elle signifie que tous les objets du domaine considéré (
ceux que x est susceptible de désigner,500,26380,ceux que x est susceptible de désigner)
possèdent la propriété décrite par P,501,26419," possèdent la propriété décrite par P.

"
Le signe ∀ s’appelle le quantificateur universel,502,26459,"Le signe ∀ s’appelle le quantificateur universel.

"
En logique classique les quantificateurs universel et existentiel peuvent se définir l'un par rapport à l'autre,503,26510,"En logique classique les quantificateurs universel et existentiel peuvent se définir l'un par rapport à l'autre,"
par négation car,504,26622," par négation car
"
∀ x P {\displaystyle \forall x\,505,26640,∀ x P {\displaystyle \forall x\;
P} équivaut à ¬ ∃ x ¬ P {\displaystyle \neg \exists x\,506,26672,P} équivaut à ¬ ∃ x ¬ P {\displaystyle \neg \exists x\;
\neg P}   et   ∃ x P {\displaystyle \exists x\,507,26727,\neg P}   et   ∃ x P {\displaystyle \exists x\;
P} équivaut à ¬ ∀ x ¬ P {\displaystyle \neg \forall x\,508,26774,P} équivaut à ¬ ∀ x ¬ P {\displaystyle \neg \forall x\;
\neg P},509,26829,"\neg P}

"
En effet « il est faux que tout objet possède une propriété donnée » signifie « il en existe au moins un qui ne possède pas cette propriété »,510,26838,"En effet « il est faux que tout objet possède une propriété donnée » signifie « il en existe au moins un qui ne possède pas cette propriété ».
"
Utilisation des quantificateurs,511,26981,"Utilisation des quantificateurs
"
Propriétés élémentaires,512,27013,"Propriétés élémentaires

"
Soient P et Q deux propositions et x un objet indéterminé,513,27038,"Soient P et Q deux propositions et x un objet indéterminé.

"
¬,514,27098,    ¬ (
∃ x P,515,27105, ∃ x P )
⇔,516,27113, ⇔ (
∀ x ¬ P,517,27117, ∀ x ¬ P )
{\displaystyle \neg,518,27127, {\displaystyle \neg (
\exists x\,519,27149,\exists x\;P)
\Leftrightarrow,520,27162,\Leftrightarrow (
\forall x\,521,27179,\forall x\;
\neg P,522,27190,"\neg P)}
"
,523,27199,    (
∀ x,524,27204, ∀ x ) (
P ∧ Q,525,27212, P ∧ Q )
⇔,526,27220, ⇔ ( (
∀ x,527,27226, ∀ x )
P ∧,528,27232, P ∧ (
∀ x,529,27238, ∀ x )
Q,530,27244, Q )
{\displaystyle,531,27248, {\displaystyle (
\forall x,532,27265,\forall x)(
P\wedge Q,533,27276,P\wedge Q)
\Leftrightarrow,534,27286,\Leftrightarrow ((
\forall x,535,27304,\forall x)
P\wedge,536,27314,P\wedge (
\forall x,537,27323,"\forall x)Q)}
"
,538,27337,    (
∀ x,539,27342, ∀ x )
P ∨,540,27348, P ∨ (
∀ x,541,27354, ∀ x )
Q ⇒,542,27360, Q ⇒ (
∀ x,543,27366, ∀ x ) (
P ∨ Q,544,27374, P ∨ Q )
{\displaystyle,545,27382, {\displaystyle (
\forall x,546,27399,\forall x)
P\vee,547,27409,P\vee (
\forall x,548,27416,\forall x)
Q\Rightarrow,549,27426,Q\Rightarrow (
\forall x,550,27440,\forall x)(
P\vee Q,551,27451,"P\vee Q)}

("
Implication réciproque fausse en général,552,27463,"Implication réciproque fausse en général)

"
,553,27506,    (
∃ x,554,27511, ∃ x ) (
P ∨ Q,555,27519, P ∨ Q )
⇔,556,27527, ⇔ ( (
∃ x,557,27533, ∃ x )
P ∨,558,27539, P ∨ (
∃ x,559,27545, ∃ x )
Q,560,27551, Q )
{\displaystyle,561,27555, {\displaystyle (
\exists x,562,27572,\exists x)(
P\vee Q,563,27583,P\vee Q)
\Leftrightarrow,564,27591,\Leftrightarrow ((
\exists x,565,27609,\exists x)
P\vee,566,27619,P\vee (
\exists x,567,27626,"\exists x)Q)}
"
,568,27640,    (
∃ x,569,27645, ∃ x ) (
P ∧ Q,570,27653, P ∧ Q )
⇒,571,27661, ⇒ ( (
∃ x,572,27667, ∃ x )
P ∧,573,27673, P ∧ (
∃ x,574,27679, ∃ x )
Q,575,27685, Q )
{\displaystyle,576,27689, {\displaystyle (
\exists x,577,27706,\exists x)(
P\wedge Q,578,27717,P\wedge Q)
\Rightarrow,579,27727,\Rightarrow ((
\exists x,580,27741,\exists x)
P\wedge,581,27751,P\wedge (
\exists x,582,27760,"\exists x)Q)}

("
Implication réciproque fausse en général,583,27776,"Implication réciproque fausse en général)
"
Propriétés utiles,584,27818,"Propriétés utiles

"
Soient P une proposition et x et y des objets indéterminés,585,27837,"Soient P une proposition et x et y des objets indéterminés.

"
,586,27898,    (
∀ x,587,27903, ∀ x ) (
∀ y,588,27911, ∀ y )
P ⇔,589,27917, P ⇔ (
∀ y,590,27923, ∀ y ) (
∀ x,591,27931, ∀ x )
P {\displaystyle,592,27937, P {\displaystyle (
\forall x,593,27956,\forall x)(
\forall y,594,27967,\forall y)
P\Leftrightarrow,595,27977,P\Leftrightarrow (
\forall y,596,27995,\forall y)(
\forall x,597,28006,\forall x)
P},598,28016,"P}
"
,599,28019,    (
∃ x,600,28024, ∃ x ) (
∃ y,601,28032, ∃ y )
P ⇔,602,28038, P ⇔ (
∃ y,603,28044, ∃ y ) (
∃ x,604,28052, ∃ x )
P {\displaystyle,605,28058, P {\displaystyle (
\exists x,606,28077,\exists x)(
\exists y,607,28088,\exists y)
P\Leftrightarrow,608,28098,P\Leftrightarrow (
\exists y,609,28116,\exists y)(
\exists x,610,28127,\exists x)
P},611,28137,"P}
"
,612,28140,    (
∃ x,613,28145, ∃ x ) (
∀ y,614,28153, ∀ y )
P ⇒,615,28159, P ⇒ (
∀ y,616,28165, ∀ y ) (
∃ x,617,28173, ∃ x )
P {\displaystyle,618,28179, P {\displaystyle (
\exists x,619,28198,\exists x)(
\forall y,620,28209,\forall y)
P\Rightarrow,621,28219,P\Rightarrow (
\forall y,622,28233,\forall y)(
\exists x,623,28244,\exists x)
P},624,28254,"P}

"
S’il existe un x,625,28258,"S’il existe un x,"
tel que pour tout y,626,28275," tel que pour tout y,"
on ait P vraie,627,28296," on ait P vraie,"
alors pour tout y,628,28312," alors pour tout y,"
il existe bien un x,629,28331, il existe bien un x (
celui obtenu avant,630,28353,celui obtenu avant)
tel que P soit vraie,631,28372," tel que P soit vraie.
"
L’implication réciproque est fausse en général,632,28395,"L’implication réciproque est fausse en général,"
parce que si pour chaque y,633,28442," parce que si pour chaque y,"
il existe un x tel que P soit vraie,634,28470," il existe un x tel que P soit vraie,"
ce x pourrait dépendre de y et varier suivant y,635,28507, ce x pourrait dépendre de y et varier suivant y.
Ce x pourrait donc ne pas être le même pour tout y tel que P soit vraie,636,28556," Ce x pourrait donc ne pas être le même pour tout y tel que P soit vraie.
"
Propriétés moins intuitives,637,28630,"Propriétés moins intuitives

"
∀ x P x ⟹ ∃ x P x {\displaystyle \forall x\,638,28659,    ∀ x P x ⟹ ∃ x P x {\displaystyle \forall x\;
Px\implies \exists xPx}[10],639,28707,"Px\implies \exists xPx}[10]

"
Si A est une formule où la variable x n'apparaît pas librement,640,28736,"Si A est une formule où la variable x n'apparaît pas librement,"
on a[11] :,641,28799," on a[11] :

"
,642,28812,    (
A ⟹ ∀ x P x,643,28817, A ⟹ ∀ x P x )
⇔ ∀ x,644,28831, ⇔ ∀ x (
A ⟹ P x,645,28839, A ⟹ P x )
{\displaystyle,646,28849, {\displaystyle (
A\implies \forall xPx,647,28866,A\implies \forall xPx)
\Leftrightarrow \forall x,648,28888,\Leftrightarrow \forall x(
A\implies Px,649,28914,"A\implies Px)}
"
,650,28929,    (
A ⟹ ∃ x P x,651,28934, A ⟹ ∃ x P x )
⇔ ∃ x,652,28948, ⇔ ∃ x (
A ⟹ P x,653,28956, A ⟹ P x )
{\displaystyle,654,28966, {\displaystyle (
A\implies \exists xPx,655,28983,A\implies \exists xPx)
\Leftrightarrow \exists x,656,29005,\Leftrightarrow \exists x(
A\implies Px,657,29031,"A\implies Px)}

"
Mais aussi,658,29047,"Mais aussi,"
ce qui est moins intuitif :,659,29058," ce qui est moins intuitif :

"
,660,29088,    (
